,task_id,task_name,reference_idx,reference_title,model_name,total_count,score
341,191,the capabilities within the re...,660,RareBench: Can LLMs Serve as Rare Diseases Specialists?,gemini-1.5-pro,33,28.97
342,191,the capabilities within the re...,660,RareBench: Can LLMs Serve as Rare Diseases Specialists?,glm-3-6B-base,33,16.33
343,191,the capabilities within the re...,660,RareBench: Can LLMs Serve as Rare Diseases Specialists?,glm-4-9B,33,47.63
344,191,the capabilities within the re...,660,RareBench: Can LLMs Serve as Rare Diseases Specialists?,gpt-3.5-turbo-1106,33,41.6
345,191,the capabilities within the re...,660,RareBench: Can LLMs Serve as Rare Diseases Specialists?,gpt-4-1106-preview,33,60.23
346,191,the capabilities within the re...,660,RareBench: Can LLMs Serve as Rare Diseases Specialists?,llama-2-7B-chat,33,6.63
347,191,the capabilities within the re...,660,RareBench: Can LLMs Serve as Rare Diseases Specialists?,medalpaca-7B,33,4.77
348,191,the capabilities within the re...,660,RareBench: Can LLMs Serve as Rare Diseases Specialists?,mistral-7B-instruct-v0.1,33,8.47
349,192,the capabilities within the re...,669,RareBench: Can LLMs Serve as Rare Diseases Specialists?,biomistral-7B,527,16.7
350,192,the capabilities within the re...,669,RareBench: Can LLMs Serve as Rare Diseases Specialists?,gemini-1.5-pro,527,24.3
351,192,the capabilities within the re...,669,RareBench: Can LLMs Serve as Rare Diseases Specialists?,glm-3-6B-base,527,25.8
352,192,the capabilities within the re...,669,RareBench: Can LLMs Serve as Rare Diseases Specialists?,glm-4-9B,527,31.3
353,192,the capabilities within the re...,669,RareBench: Can LLMs Serve as Rare Diseases Specialists?,gpt-3.5-turbo-1106,527,33.2
354,192,the capabilities within the re...,669,RareBench: Can LLMs Serve as Rare Diseases Specialists?,gpt-4-1106-preview,527,46.1
355,192,the capabilities within the re...,669,RareBench: Can LLMs Serve as Rare Diseases Specialists?,mistral-7B-instruct-v0.1,527,13.7
356,193,the capabilities within the re...,676,RareBench: Can LLMs Serve as Rare Diseases Specialists?,biomistral-7B,2185,6.5
357,193,the capabilities within the re...,676,RareBench: Can LLMs Serve as Rare Diseases Specialists?,gemini-1.5-pro,2185,14.6
358,193,the capabilities within the re...,676,RareBench: Can LLMs Serve as Rare Diseases Specialists?,glm-3-6B-base,2185,12.4
359,193,the capabilities within the re...,676,RareBench: Can LLMs Serve as Rare Diseases Specialists?,glm-4-9B,2185,19.1
360,193,the capabilities within the re...,676,RareBench: Can LLMs Serve as Rare Diseases Specialists?,gpt-3.5-turbo-1106,2185,21.1
361,193,the capabilities within the re...,676,RareBench: Can LLMs Serve as Rare Diseases Specialists?,gpt-4-1106-preview,2185,32.3
362,193,the capabilities within the re...,676,RareBench: Can LLMs Serve as Rare Diseases Specialists?,llama-2-7B-chat,2185,7.4
363,193,the capabilities within the re...,676,RareBench: Can LLMs Serve as Rare Diseases Specialists?,medalpaca-7B,2185,8.4
364,193,the capabilities within the re...,676,RareBench: Can LLMs Serve as Rare Diseases Specialists?,mistral-7B-instruct-v0.1,2185,7.2
365,194,ophthalmology knowledge assess...,685,Google Gemini and Bard artificial intelligence chatbot performance in ophthalmology knowledge assessment.,gemini-1.0-pro,150,71.0
366,194,ophthalmology knowledge assess...,685,Google Gemini and Bard artificial intelligence chatbot performance in ophthalmology knowledge assessment.,palm-2-540B,150,71.0
367,195,Clinical Reading Comprehension...,687,M-QALM: A Benchmark to Assess Clinical Reading Comprehension and Knowledge Recall in Large Language Models via Question Answering,falcon-7B-instruct,10252,33.25
368,195,Clinical Reading Comprehension...,687,M-QALM: A Benchmark to Assess Clinical Reading Comprehension and Knowledge Recall in Large Language Models via Question Answering,llama-1-13B,10252,44.1
369,195,Clinical Reading Comprehension...,687,M-QALM: A Benchmark to Assess Clinical Reading Comprehension and Knowledge Recall in Large Language Models via Question Answering,llama-1-7B,10252,31.9
370,195,Clinical Reading Comprehension...,687,M-QALM: A Benchmark to Assess Clinical Reading Comprehension and Knowledge Recall in Large Language Models via Question Answering,llama-2-13B,10252,47.1
371,195,Clinical Reading Comprehension...,687,M-QALM: A Benchmark to Assess Clinical Reading Comprehension and Knowledge Recall in Large Language Models via Question Answering,llama-2-13B-chat,10252,50.3
372,195,Clinical Reading Comprehension...,687,M-QALM: A Benchmark to Assess Clinical Reading Comprehension and Knowledge Recall in Large Language Models via Question Answering,llama-2-7B,10252,42.9
373,195,Clinical Reading Comprehension...,687,M-QALM: A Benchmark to Assess Clinical Reading Comprehension and Knowledge Recall in Large Language Models via Question Answering,llama-2-7B-chat,10252,45.9
374,195,Clinical Reading Comprehension...,687,M-QALM: A Benchmark to Assess Clinical Reading Comprehension and Knowledge Recall in Large Language Models via Question Answering,medalpaca-7B,10252,42.8
375,195,Clinical Reading Comprehension...,687,M-QALM: A Benchmark to Assess Clinical Reading Comprehension and Knowledge Recall in Large Language Models via Question Answering,mpt-7B,10252,29.6
376,195,Clinical Reading Comprehension...,687,M-QALM: A Benchmark to Assess Clinical Reading Comprehension and Knowledge Recall in Large Language Models via Question Answering,pmcllama-13B,10252,48.8
377,196,Responses to Vaccination Myths...,699,Artificial Intelligence and Public Health: Evaluating ChatGPT Responses to Vaccination Myths and Misconceptions,gpt-3.5-0301,22,64.8
378,196,Responses to Vaccination Myths...,699,Artificial Intelligence and Public Health: Evaluating ChatGPT Responses to Vaccination Myths and Misconceptions,gpt-4-0314,22,71.8
379,197,Turkish Medical Specialization...,701,AI in Medical Education: A Comparative Analysis of GPT-4 and GPT-3.5 on Turkish Medical Specialization Exam Performance,gpt-3,1440,40.17
380,197,Turkish Medical Specialization...,701,AI in Medical Education: A Comparative Analysis of GPT-4 and GPT-3.5 on Turkish Medical Specialization Exam Performance,gpt-3.5-0301,1440,70.56
381,197,Turkish Medical Specialization...,701,AI in Medical Education: A Comparative Analysis of GPT-4 and GPT-3.5 on Turkish Medical Specialization Exam Performance,human - doctors,1440,38.14
382,198,provide valuable feedback to p...,704,"Can LLMs Correct Physicians, Yet? Investigating Effective Interaction Methods in the Medical Domain",llama-2-7B-chat,445,56.12
383,198,provide valuable feedback to p...,704,"Can LLMs Correct Physicians, Yet? Investigating Effective Interaction Methods in the Medical Domain",meditron-7B,445,60.47
384,198,provide valuable feedback to p...,704,"Can LLMs Correct Physicians, Yet? Investigating Effective Interaction Methods in the Medical Domain",mistral-7B-instruct-v0.3,445,73.96
385,199,Responding to Patient Queries ...,707,Performance of Artificial Intelligence Chatbots in Responding to Patient Queries Related to Traumatic Dental Injuries: A Comparative Study.,gemini-1.5-pro,59,80.25
386,199,Responding to Patient Queries ...,707,Performance of Artificial Intelligence Chatbots in Responding to Patient Queries Related to Traumatic Dental Injuries: A Comparative Study.,gpt-3.5-turbo-0125,59,69.75
387,199,Responding to Patient Queries ...,707,Performance of Artificial Intelligence Chatbots in Responding to Patient Queries Related to Traumatic Dental Injuries: A Comparative Study.,gpt-4-turbo-2024-04-09,59,78.0
388,2,recommending surgical interven...,4,AI in Hand Surgery: Assessing Large Language Models in the Classification and Management of Hand Injuries,gemini-1.5-pro,136,91.725
389,2,recommending surgical interven...,4,AI in Hand Surgery: Assessing Large Language Models in the Classification and Management of Hand Injuries,gpt-4-0125-preview,136,87.325
390,20,diagnosis on oligodendroglioma...,83,Large language models as a diagnostic support tool in neuropathology,claude-3-5-sonnet-20240622,30,52.8
391,20,diagnosis on oligodendroglioma...,83,Large language models as a diagnostic support tool in neuropathology,gpt-4o-2024-05-13,30,3.3
392,20,diagnosis on oligodendroglioma...,83,Large language models as a diagnostic support tool in neuropathology,llama-3-70B,30,0.0
393,200,ophthalmology triage - curated...,710,The use of artificial intelligence based chat bots in ophthalmology triage.,gpt-3.5-turbo-0613,100,82.5
394,200,ophthalmology triage - curated...,710,The use of artificial intelligence based chat bots in ophthalmology triage.,palm-2-540B,100,76.9
395,201,providing recommendations rega...,712,Conformity of ChatGPT recommendations with the AUA/SUFU guideline on postprostatectomy urinary incontinence,gpt-3.5-0301,20,57.5
396,201,providing recommendations rega...,712,Conformity of ChatGPT recommendations with the AUA/SUFU guideline on postprostatectomy urinary incontinence,gpt-4-0314,20,90.0
397,202,answering case-based questions...,714,Assessing unknown potential?봰uality and limitations of different large language models in the field of otorhinolaryngology,claude-2.0,41,78.0
398,202,answering case-based questions...,714,Assessing unknown potential?봰uality and limitations of different large language models in the field of otorhinolaryngology,gpt-4-0613,41,85.0
399,202,answering case-based questions...,714,Assessing unknown potential?봰uality and limitations of different large language models in the field of otorhinolaryngology,human - doctors,41,93.0
400,202,answering case-based questions...,714,Assessing unknown potential?봰uality and limitations of different large language models in the field of otorhinolaryngology,palm-2-540B,41,59.0
401,203,providing the correct diagnosi...,718,Evaluation of large language models as a diagnostic aid for complex medical cases,gpt-3.5-turbo-0613,76,48.0
402,203,providing the correct diagnosi...,718,Evaluation of large language models as a diagnostic aid for complex medical cases,gpt-4-0613,76,68.0
403,204,China’s Intermediate Professio...,720,The performance of AI in medical examinations: an exploration of ChatGPT in ultrasound medical education,gpt-3.5-turbo-0125,100,32.85
404,204,China’s Intermediate Professio...,720,The performance of AI in medical examinations: an exploration of ChatGPT in ultrasound medical education,gpt-4-turbo-2024-04-09,100,55.7
405,205,practice examination questions...,722,B - 113 Assessing the Neuropsychology Information Base of Large Language Models,gemini-1.5-pro,600,52.7
406,205,practice examination questions...,722,B - 113 Assessing the Neuropsychology Information Base of Large Language Models,gpt-3.5-turbo-0125,600,62.5
407,205,practice examination questions...,722,B - 113 Assessing the Neuropsychology Information Base of Large Language Models,gpt-4-turbo-2024-04-09,600,74.0
408,206,a Pediatric Board Preparatory ...,731,ChatGPT Yields a Passing Score on a Pediatric Board Preparatory Exam but Raises Red Flags,gpt-3.5-turbo-0613,245,57.15
409,206,a Pediatric Board Preparatory ...,731,ChatGPT Yields a Passing Score on a Pediatric Board Preparatory Exam but Raises Red Flags,gpt-4-0613,245,81.8
410,207,Rhinology Standardized Board E...,733,Comparative Performance of ChatGPT 3.5 and GPT4 on Rhinology Standardized Board Examination Questions,gpt-3.5-turbo-0125,127,45.2
411,207,Rhinology Standardized Board E...,733,Comparative Performance of ChatGPT 3.5 and GPT4 on Rhinology Standardized Board Examination Questions,gpt-4-0125-preview,127,86.0
412,208,Answering HPV Vaccine-related ...,738,VaxBot-HPV: A GPT-based Chatbot for Answering HPV Vaccine-related Questions,gpt-3.5-turbo-0125,202,86.0
413,208,Answering HPV Vaccine-related ...,738,VaxBot-HPV: A GPT-based Chatbot for Answering HPV Vaccine-related Questions,gpt-4-0125-preview,202,87.0
414,209,Hyperlipidemia for Patient Edu...,740,Evaluating ChatGPT-3.5 and ChatGPT-4.0 Responses on Hyperlipidemia for Patient Education,gpt-3.5-turbo-0125,25,69.33
415,209,Hyperlipidemia for Patient Edu...,740,Evaluating ChatGPT-3.5 and ChatGPT-4.0 Responses on Hyperlipidemia for Patient Education,gpt-4-turbo-2024-04-09,25,74.67
416,21,open-ended question on patient...,86,"EYE-Llama, an in-domain large language model for ophthalmology",gpt-3.5-turbo-0125,1307,57.57
417,21,open-ended question on patient...,86,"EYE-Llama, an in-domain large language model for ophthalmology",llama-2-7B,1307,56.3
418,210,Patient’s Questions Regarding ...,742,A Qualitative Evaluation of ChatGPT4 and PaLM2?셲 Response to Patient?셲 Questions Regarding Age-Related Macular Degeneration,gpt-4-1106-preview,133,95.99
419,210,Patient’s Questions Regarding ...,742,A Qualitative Evaluation of ChatGPT4 and PaLM2?셲 Response to Patient?셲 Questions Regarding Age-Related Macular Degeneration,palm-2-540B,133,80.2
420,211,the Diagnosis of Psychiatric D...,744,Role of ChatGPT and Google Bard in the Diagnosis of Psychiatric Disorders: A Comparative Study,gpt-3.5-turbo-0613,20,75.0
421,211,the Diagnosis of Psychiatric D...,744,Role of ChatGPT and Google Bard in the Diagnosis of Psychiatric Disorders: A Comparative Study,palm-2-540B,20,70.0
422,22,open-ended question on patient...,88,"EYE-Llama, an in-domain large language model for ophthalmology",gpt-3.5-turbo-0125,1307,95.0
423,22,open-ended question on patient...,88,"EYE-Llama, an in-domain large language model for ophthalmology",llama-2-7B,1307,60.0
424,23,open-ended question on patient...,90,"EYE-Llama, an in-domain large language model for ophthalmology",gpt-3.5-turbo-0125,1307,70.0
425,23,open-ended question on patient...,90,"EYE-Llama, an in-domain large language model for ophthalmology",llama-2-7B,1307,5.0
426,24,open-ended question on patient...,92,"EYE-Llama, an in-domain large language model for ophthalmology",gpt-3.5-turbo-0125,1307,72.0
427,24,open-ended question on patient...,92,"EYE-Llama, an in-domain large language model for ophthalmology",llama-2-7B,1307,46.0
428,25,primary diagnosis on radiology...,94,"Diagnostic performances of GPT-4o, Claude 3 Opus, and Gemini 1.5 Pro in ?쏡iagnosis Please??cases",claude-3-sonnet-20240229,324,54.0
429,25,primary diagnosis on radiology...,94,"Diagnostic performances of GPT-4o, Claude 3 Opus, and Gemini 1.5 Pro in ?쏡iagnosis Please??cases",gemini-1.5-pro,324,33.9
430,25,primary diagnosis on radiology...,94,"Diagnostic performances of GPT-4o, Claude 3 Opus, and Gemini 1.5 Pro in ?쏡iagnosis Please??cases",gpt-4o-2024-05-13,324,41.0
431,26,anti-LGBTQIA+ medical bias sit...,97,Evaluating Anti-LGBTQIA+ Medical Bias in Large Language Models,claude-3-haiku-20240307,38,61.8
432,26,anti-LGBTQIA+ medical bias sit...,97,Evaluating Anti-LGBTQIA+ Medical Bias in Large Language Models,gemini-1.5-flash,38,53.4
433,26,anti-LGBTQIA+ medical bias sit...,97,Evaluating Anti-LGBTQIA+ Medical Bias in Large Language Models,gpt-4o-2024-05-13,38,87.8
434,27,anti-LGBTQIA+ medical bias sit...,100,Evaluating Anti-LGBTQIA+ Medical Bias in Large Language Models,claude-3-haiku-20240307,38,28.9
435,27,anti-LGBTQIA+ medical bias sit...,100,Evaluating Anti-LGBTQIA+ Medical Bias in Large Language Models,gemini-1.5-flash,38,21.1
436,27,anti-LGBTQIA+ medical bias sit...,100,Evaluating Anti-LGBTQIA+ Medical Bias in Large Language Models,gpt-4o-2024-05-13,38,47.4
437,28,anti-LGBTQIA+ medical bias sit...,103,Evaluating Anti-LGBTQIA+ Medical Bias in Large Language Models,claude-3-haiku-20240307,38,81.6
438,28,anti-LGBTQIA+ medical bias sit...,103,Evaluating Anti-LGBTQIA+ Medical Bias in Large Language Models,gemini-1.5-flash,38,84.2
439,28,anti-LGBTQIA+ medical bias sit...,103,Evaluating Anti-LGBTQIA+ Medical Bias in Large Language Models,gpt-4o-2024-05-13,38,71.1
440,29,anti-LGBTQIA+ medical bias sit...,106,Evaluating Anti-LGBTQIA+ Medical Bias in Large Language Models,claude-3-haiku-20240307,38,42.1
441,29,anti-LGBTQIA+ medical bias sit...,106,Evaluating Anti-LGBTQIA+ Medical Bias in Large Language Models,gemini-1.5-flash,38,71.1
442,29,anti-LGBTQIA+ medical bias sit...,106,Evaluating Anti-LGBTQIA+ Medical Bias in Large Language Models,gpt-4o-2024-05-13,38,52.6
443,3,american board of thoracic sur...,12,Large Language Models Take on Cardiothoracic Surgery: A Comparative Analysis of the Performance of Four Models on American Board of Thoracic Surgery Exam Questions in 2023,claude-2.0,400,52.3
444,3,american board of thoracic sur...,12,Large Language Models Take on Cardiothoracic Surgery: A Comparative Analysis of the Performance of Four Models on American Board of Thoracic Surgery Exam Questions in 2023,gpt-3.5-turbo-0125,400,51.8
445,3,american board of thoracic sur...,12,Large Language Models Take on Cardiothoracic Surgery: A Comparative Analysis of the Performance of Four Models on American Board of Thoracic Surgery Exam Questions in 2023,gpt-4-turbo-2024-04-09,400,87.0
446,3,american board of thoracic sur...,12,Large Language Models Take on Cardiothoracic Surgery: A Comparative Analysis of the Performance of Four Models on American Board of Thoracic Surgery Exam Questions in 2023,medpalm-2,400,55.8
447,30,anti-LGBTQIA+ medical bias sit...,109,Evaluating Anti-LGBTQIA+ Medical Bias in Large Language Models,claude-3-haiku-20240307,38,89.5
448,30,anti-LGBTQIA+ medical bias sit...,109,Evaluating Anti-LGBTQIA+ Medical Bias in Large Language Models,gemini-1.5-flash,38,81.6
449,30,anti-LGBTQIA+ medical bias sit...,109,Evaluating Anti-LGBTQIA+ Medical Bias in Large Language Models,gpt-4o-2024-05-13,38,94.7
450,31,classification of breast disea...,112,Evaluating Large Language Model (LLM) Performance on Established Breast Classification Systems,gemini-1.0-pro,50,98.0
451,31,classification of breast disea...,112,Evaluating Large Language Model (LLM) Performance on Established Breast Classification Systems,gpt-4-1106-preview,50,71.0
452,32,mimicking Doctor–Patient Commu...,116,The Potential Impact of Large Language Models on Doctor?밣atient Communication: A Case Study in Prostate Cancer,gemini-1.5-pro,25,70.2
453,32,mimicking Doctor–Patient Commu...,116,The Potential Impact of Large Language Models on Doctor?밣atient Communication: A Case Study in Prostate Cancer,gpt-3.5-turbo-0125,25,82.6
454,32,mimicking Doctor–Patient Commu...,116,The Potential Impact of Large Language Models on Doctor?밣atient Communication: A Case Study in Prostate Cancer,gpt-4-0125-preview (open),25,76.8
455,33,providing differential diagnos...,117,Accuracy and consistency of ChatGPT-3.5 and -?? in providing differential diagnoses in oral and maxillofacial diseases: a comparative diagnostic performance analysis.,gpt-3.5-turbo-0125,75,64.86
456,33,providing differential diagnos...,117,Accuracy and consistency of ChatGPT-3.5 and -?? in providing differential diagnoses in oral and maxillofacial diseases: a comparative diagnostic performance analysis.,gpt-4-0125-preview,75,80.18
457,34,japanese medical physicist boa...,119,Assessing knowledge about medical physics in language-generative AI with large language model: using the medical physicist exam.,gpt-3.5-0301,718,42.2
458,34,japanese medical physicist boa...,119,Assessing knowledge about medical physics in language-generative AI with large language model: using the medical physicist exam.,gpt-4-0314,718,72.7
459,35,assessment of potassium conten...,121,"AI-Powered Renal Diet Support: Performance of ChatGPT, Bard AI, and Bing Chat",gpt-3.5-0301,240,66.0
460,35,assessment of potassium conten...,121,"AI-Powered Renal Diet Support: Performance of ChatGPT, Bard AI, and Bing Chat",gpt-4-0314,240,81.0
461,35,assessment of potassium conten...,121,"AI-Powered Renal Diet Support: Performance of ChatGPT, Bard AI, and Bing Chat",gpt-4-0314 (open),240,81.0
462,35,assessment of potassium conten...,121,"AI-Powered Renal Diet Support: Performance of ChatGPT, Bard AI, and Bing Chat",palm-2-540B,240,79.0
463,36,American Cancer Society’s Ques...,124,Physician Assessment of ChatGPT and Bing Answers to American Cancer Society?셲 Questions to Ask About Your Cancer,gpt-4-0125-preview,117,76.8
464,36,American Cancer Society’s Ques...,124,Physician Assessment of ChatGPT and Bing Answers to American Cancer Society?셲 Questions to Ask About Your Cancer,gpt-4-0314 (open),117,63.8
465,37,assessment of phosphorus conte...,125,"AI-Powered Renal Diet Support: Performance of ChatGPT, Bard AI, and Bing Chat",gpt-3.5-0301,240,85.0
466,37,assessment of phosphorus conte...,125,"AI-Powered Renal Diet Support: Performance of ChatGPT, Bard AI, and Bing Chat",gpt-4-0314,240,77.0
467,37,assessment of phosphorus conte...,125,"AI-Powered Renal Diet Support: Performance of ChatGPT, Bard AI, and Bing Chat",gpt-4-0314 (open),240,89.0
468,37,assessment of phosphorus conte...,125,"AI-Powered Renal Diet Support: Performance of ChatGPT, Bard AI, and Bing Chat",palm-2-540B,240,100.0
469,38,uestions about atrial fibrilla...,128,Accuracy and comprehensibility of chat-based artificial intelligence for patient information on atrial fibrillation and cardiac implantable electronic devices,gpt-4-0314,50,84.0
470,38,uestions about atrial fibrilla...,128,Accuracy and comprehensibility of chat-based artificial intelligence for patient information on atrial fibrillation and cardiac implantable electronic devices,gpt-4-0314 (open),50,60.0
471,38,uestions about atrial fibrilla...,128,Accuracy and comprehensibility of chat-based artificial intelligence for patient information on atrial fibrillation and cardiac implantable electronic devices,palm-2-540B,50,52.0
472,39,triaging simulated emergency m...,129,Emergency Patient Triage Improvement through a Retrieval-Augmented Generation Enhanced Large-Scale Language Model.,gpt-3.5-turbo-0125,100,47.0
473,39,triaging simulated emergency m...,129,Emergency Patient Triage Improvement through a Retrieval-Augmented Generation Enhanced Large-Scale Language Model.,gpt-4-1106-preview,100,48.0
474,39,triaging simulated emergency m...,129,Emergency Patient Triage Improvement through a Retrieval-Augmented Generation Enhanced Large-Scale Language Model.,human - doctors,100,42.5
475,4,specialty certificate examinat...,16,Dermatological Knowledge and Image Analysis Performance of Large Language Models Based on Specialty Certificate Examination in Dermatology,claude-3-5-sonnet-20240622,100,87.0
476,4,specialty certificate examinat...,16,Dermatological Knowledge and Image Analysis Performance of Large Language Models Based on Specialty Certificate Examination in Dermatology,gemini-1.5-pro,100,75.0
477,4,specialty certificate examinat...,16,Dermatological Knowledge and Image Analysis Performance of Large Language Models Based on Specialty Certificate Examination in Dermatology,gpt-4o-2024-05-13,100,90.0
478,4,specialty certificate examinat...,16,Dermatological Knowledge and Image Analysis Performance of Large Language Models Based on Specialty Certificate Examination in Dermatology,gpt-4o-2024-05-13 (open),100,88.0
479,4,specialty certificate examinat...,16,Dermatological Knowledge and Image Analysis Performance of Large Language Models Based on Specialty Certificate Examination in Dermatology,human - cut-off,100,77.0
480,4,specialty certificate examinat...,16,Dermatological Knowledge and Image Analysis Performance of Large Language Models Based on Specialty Certificate Examination in Dermatology,perplexity,100,87.0
481,40,answer in concordance with nor...,133,ChatGPT versus NASS clinical guidelines for degenerative spondylolisthesis: a comparative analysis.,gpt-3.5-0301,28,46.4
482,40,answer in concordance with nor...,133,ChatGPT versus NASS clinical guidelines for degenerative spondylolisthesis: a comparative analysis.,gpt-4-0613,28,67.9
483,41,answering ophthalmology questi...,135,"Artificial Intelligence in Ophthalmology: A Comparative Analysis of GPT-3.5, GPT-4, and Human Expertise in Answering StatPearls Questions",gpt-3.5-0301,467,55.5
484,41,answering ophthalmology questi...,135,"Artificial Intelligence in Ophthalmology: A Comparative Analysis of GPT-3.5, GPT-4, and Human Expertise in Answering StatPearls Questions",gpt-4-0314,467,73.2
485,41,answering ophthalmology questi...,135,"Artificial Intelligence in Ophthalmology: A Comparative Analysis of GPT-3.5, GPT-4, and Human Expertise in Answering StatPearls Questions",human - doctors,467,58.3
486,42,Plastic Surgery In-service Exa...,138,ChatGPT-4 Surpasses Residents: A Study of Artificial Intelligence Competency in Plastic Surgery In-service Examinations and Its Advancements from ChatGPT-3.5,gpt-3.5-turbo-1106,1292,55.5
487,42,Plastic Surgery In-service Exa...,138,ChatGPT-4 Surpasses Residents: A Study of Artificial Intelligence Competency in Plastic Surgery In-service Examinations and Its Advancements from ChatGPT-3.5,gpt-4-1106-preview,1292,74.4
488,42,Plastic Surgery In-service Exa...,138,ChatGPT-4 Surpasses Residents: A Study of Artificial Intelligence Competency in Plastic Surgery In-service Examinations and Its Advancements from ChatGPT-3.5,human - doctors,1292,80.7
489,43,120 clinical vignettes diagnos...,141,Visual-Textual Integration in LLMs for Medical Diagnosis: A Quantitative Analysis,claude-3-5-sonnet-20240622,120,59.5
490,43,120 clinical vignettes diagnos...,141,Visual-Textual Integration in LLMs for Medical Diagnosis: A Quantitative Analysis,gpt-4o-2024-05-13,120,70.8
491,43,120 clinical vignettes diagnos...,141,Visual-Textual Integration in LLMs for Medical Diagnosis: A Quantitative Analysis,human - doctors,120,39.5
492,44,generating differential diagno...,144,ChatGPT-Generated Differential Diagnosis Lists for Complex Case?밆erived Clinical Vignettes: Diagnostic Accuracy Evaluation,gpt-3.5-0301,52,73.0
493,44,generating differential diagno...,144,ChatGPT-Generated Differential Diagnosis Lists for Complex Case?밆erived Clinical Vignettes: Diagnostic Accuracy Evaluation,gpt-4-0314,52,83.0
494,44,generating differential diagno...,144,ChatGPT-Generated Differential Diagnosis Lists for Complex Case?밆erived Clinical Vignettes: Diagnostic Accuracy Evaluation,human - doctors,52,75.0
495,45,evaluating and ranking candida...,147,Evaluation of Bias Towards Medical Professionals in Large Language Models,claude-3-haiku-20240307,900000,16.7
496,45,evaluating and ranking candida...,147,Evaluation of Bias Towards Medical Professionals in Large Language Models,gpt-4-1106-preview,900000,58.4
497,45,evaluating and ranking candida...,147,Evaluation of Bias Towards Medical Professionals in Large Language Models,mistral-large-instruct-2407,900000,25.0
498,46,responding to short-answer man...,150,Performance of generative pre-trained transformers (GPTs) in Certification Examination of the College of Family Physicians of Canada,gpt-3.5-turbo-0613,77,84.0
499,46,responding to short-answer man...,150,Performance of generative pre-trained transformers (GPTs) in Certification Examination of the College of Family Physicians of Canada,gpt-4-0613,77,93.0
500,47,haematopoietic stem cell trans...,152,Evaluating the performance of large language models in haematopoietic stem cell transplantation decision?릑aking,gpt-4-0613,150,61.7
501,47,haematopoietic stem cell trans...,152,Evaluating the performance of large language models in haematopoietic stem cell transplantation decision?릑aking,human - doctors,150,76.5
502,47,haematopoietic stem cell trans...,152,Evaluating the performance of large language models in haematopoietic stem cell transplantation decision?릑aking,llama-2-13B,150,50.0
503,47,haematopoietic stem cell trans...,152,Evaluating the performance of large language models in haematopoietic stem cell transplantation decision?릑aking,llama-2-70B,150,64.7
504,47,haematopoietic stem cell trans...,152,Evaluating the performance of large language models in haematopoietic stem cell transplantation decision?릑aking,palm-2-540B,150,64.7
505,48,generating structured scientif...,157,Assessing the Reproducibility of the Structured Abstracts Generated by ChatGPT and Bard Compared to Human-Written Abstracts in the Field of Spine Surgery: Comparative Analysis,gpt-3.5-turbo-0613,60,56.6
506,48,generating structured scientif...,157,Assessing the Reproducibility of the Structured Abstracts Generated by ChatGPT and Bard Compared to Human-Written Abstracts in the Field of Spine Surgery: Comparative Analysis,palm-2-540B,60,11.1
507,49,generating structured scientif...,159,Assessing the Reproducibility of the Structured Abstracts Generated by ChatGPT and Bard Compared to Human-Written Abstracts in the Field of Spine Surgery: Comparative Analysis,gpt-3.5-turbo-0613,60,65.0
508,49,generating structured scientif...,159,Assessing the Reproducibility of the Structured Abstracts Generated by ChatGPT and Bard Compared to Human-Written Abstracts in the Field of Spine Surgery: Comparative Analysis,palm-2-540B,60,66.7
509,5,the otolaryngology job competi...,17,Examining the Performance of ChatGPT 3.5 and Microsoft Copilot in Otolaryngology: A Comparative Study with Otolaryngologists' Evaluation.,gpt-3.5-turbo-0613,135,60.0
510,5,the otolaryngology job competi...,17,Examining the Performance of ChatGPT 3.5 and Microsoft Copilot in Otolaryngology: A Comparative Study with Otolaryngologists' Evaluation.,gpt-4-1106-preview (open),135,88.5
511,5,the otolaryngology job competi...,17,Examining the Performance of ChatGPT 3.5 and Microsoft Copilot in Otolaryngology: A Comparative Study with Otolaryngologists' Evaluation.,human - doctors,135,65.0
512,50,acute ischemic stroke screenin...,161,Performance of ChatGPT on prehospital acute ischemic stroke and large vessel occlusion (LVO) stroke screening,gpt-3.5-turbo-0125,400,18.0
513,50,acute ischemic stroke screenin...,161,Performance of ChatGPT on prehospital acute ischemic stroke and large vessel occlusion (LVO) stroke screening,gpt-4-turbo-2024-04-09,400,50.0
514,51,large vessel occlusion identif...,163,Performance of ChatGPT on prehospital acute ischemic stroke and large vessel occlusion (LVO) stroke screening,gpt-3.5-turbo-0125,400,20.0
515,51,large vessel occlusion identif...,163,Performance of ChatGPT on prehospital acute ischemic stroke and large vessel occlusion (LVO) stroke screening,gpt-4-turbo-2024-04-09,400,42.0
516,52,nuerological reasoning,165,Performance of ChatGPT on prehospital acute ischemic stroke and large vessel occlusion (LVO) stroke screening,gpt-3.5-turbo-0125,400,72.4
517,52,nuerological reasoning,165,Performance of ChatGPT on prehospital acute ischemic stroke and large vessel occlusion (LVO) stroke screening,gpt-4-turbo-2024-04-09,400,84.8
518,53,otolaryngology questions from ...,167,Comparative Assessment of Otolaryngology Knowledge Among Large Language Models.,gpt-3.5-turbo-1106,4566,58.5
519,53,otolaryngology questions from ...,167,Comparative Assessment of Otolaryngology Knowledge Among Large Language Models.,gpt-4-1106-preview,4566,77.1
